game_id,season,week,subject_team,opponent_team,source_home_team,source_away_team,source_orientation,orientation_cross_source,subject_division,opponent_division,division_matchup,venue_classification,subject_venue,game_type,game_type_evidence,venue_name,venue_city,venue_state,neutral_site_flag,kickoff_local,kickoff_local_timezone,kickoff_utc,kickoff_utc_ncaa,kickoff_utc_espn,completion_utc,observability_utc,match_status,match_method,espn_event_id,source_authority,source_locator,evidence_status,conflict_status,calibration_usability
NCAA-2021-2081798,2021,1,RUTGER,TEMPLE,Rutgers,Temple,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,SHI Stadium,Piscataway,NJ,FALSE,2021-09-04T12:00:00,America/New_York,2021-09-04T16:00:00+00:00,2021-09-04T16:00:00+00:00,2021-09-04T16:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401282822,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/01/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=1&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2081847,2021,1,E MICH,STFRPA,Eastern Mich.,Saint Francis,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FCS,FBS_VS_FCS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Rynearson Stadium,Ypsilanti,MI,FALSE,2021-09-03T19:00:00,America/New_York,2021-09-03T23:00:00+00:00,2021-09-03T23:00:00+00:00,2021-09-03T23:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309541,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/01/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=1&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2082686,2021,3,S ALA,ALCORN,South Alabama,Alcorn,NCAA_DESIGNATED_HOME_IS_SUBJECT,NOT_CHECKABLE,FBS,FCS,FBS_VS_FCS,VENUE_UNRESOLVED,VENUE_UNRESOLVED,UNKNOWN_GAME_TYPE,,,,,,2021-09-18,,2021-09-19T00:00:00+00:00,2021-09-19T00:00:00+00:00,,,,AMBIGUOUS_SOURCE_IDENTITY,,,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/03/scoreboard.json,VENUE_EVIDENCE_ABSENT,NO_CONFLICT,EXPECTED_MARGIN_VENUE_UNRESOLVED
NCAA-2021-2083248,2021,5,GA SOU,ARK ST,Ga. Southern,Arkansas St.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Allen E. Paulson Stadium,Statesboro,GA,FALSE,2021-10-02,,2021-10-02T20:00:00+00:00,2021-10-02T20:00:00+00:00,2021-10-02T20:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309613,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/05/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=5&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2084196,2021,8,UNLV,SJSU,UNLV,San Jose St.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Allegiant Stadium,Las Vegas,NV,FALSE,2021-10-21,,,2021-10-22T00:00:00+00:00,2021-10-22T03:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310729,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/08/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=8&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2121701,2021,2,TXTECH,SFA,Texas Tech,SFA,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FCS,FBS_VS_FCS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Galaxy Stadium,Lubbock,TX,FALSE,2021-09-11,,,2021-09-11T22:00:00+00:00,2021-09-11T23:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401287901,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/02/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=2&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2121831,2021,2,UCF,BECOOK,UCF,Bethune-Cookman,NCAA_DESIGNATED_HOME_IS_SUBJECT,NOT_CHECKABLE,FBS,FCS,FBS_VS_FCS,VENUE_UNRESOLVED,VENUE_UNRESOLVED,UNKNOWN_GAME_TYPE,,,,,,2021-09-11,,2021-09-11T04:00:00+00:00,2021-09-11T04:00:00+00:00,,,,AMBIGUOUS_SOURCE_IDENTITY,,,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/02/scoreboard.json,VENUE_EVIDENCE_ABSENT,NO_CONFLICT,EXPECTED_MARGIN_VENUE_UNRESOLVED
NCAA-2021-2124241,2021,4,STAN,UCLA,Stanford,UCLA,NCAA_DESIGNATED_HOME_IS_SUBJECT,NOT_CHECKABLE,FBS,FBS,FBS_VS_FBS,VENUE_UNRESOLVED,VENUE_UNRESOLVED,UNKNOWN_GAME_TYPE,,,,,,2021-09-25,,2021-09-25T07:00:00+00:00,2021-09-25T07:00:00+00:00,,,,AMBIGUOUS_SOURCE_IDENTITY,,,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/04/scoreboard.json,VENUE_EVIDENCE_ABSENT,NO_CONFLICT,EXPECTED_MARGIN_VENUE_UNRESOLVED
NCAA-2021-2157399,2021,8,UVA,GATECH,Virginia,Georgia Tech,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Scott Stadium,Charlottesville,VA,FALSE,2021-10-23,,,2021-10-23T23:35:00+00:00,2021-10-23T23:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401282667,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/08/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=8&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-2159747,2021,11,OKLAST,TCU,Oklahoma St.,TCU,NCAA_DESIGNATED_HOME_IS_SUBJECT,NOT_CHECKABLE,FBS,FBS,FBS_VS_FBS,VENUE_UNRESOLVED,VENUE_UNRESOLVED,UNKNOWN_GAME_TYPE,,,,,,2021-11-13,,2021-11-14T01:00:00+00:00,2021-11-14T01:00:00+00:00,,,,AMBIGUOUS_SOURCE_IDENTITY,,,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/11/scoreboard.json,VENUE_EVIDENCE_ABSENT,NO_CONFLICT,EXPECTED_MARGIN_VENUE_UNRESOLVED
NCAA-2021-352418,2021,1,AIRFOR,LAFAYE,Air Force,Lafayette,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FCS,FBS_VS_FCS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-09-04T14:00:00,America/New_York,2021-09-04T18:00:00+00:00,2021-09-04T18:00:00+00:00,2021-09-04T18:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310861,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/01/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=1&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352419,2021,3,AIRFOR,UT ST,Air Force,Utah St.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-09-18T19:30:00,America/New_York,2021-09-18T23:30:00+00:00,2021-09-18T23:30:00+00:00,2021-09-18T23:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310704,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/03/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=3&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352420,2021,4,AIRFOR,FAU,Air Force,Fla. Atlantic,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-09-25T20:00:00,America/New_York,2021-09-26T00:00:00+00:00,2021-09-26T00:00:00+00:00,2021-09-26T00:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401282207,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/04/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=4&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352421,2021,6,AIRFOR,WYO,Air Force,Wyoming,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-10-09T19:00:00,America/New_York,2021-10-09T23:00:00+00:00,2021-10-09T23:00:00+00:00,2021-10-09T23:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310714,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/06/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=6&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352422,2021,8,AIRFOR,SDSU,Air Force,San Diego St.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-10-23T19:00:00,America/New_York,2021-10-23T23:00:00+00:00,2021-10-23T23:00:00+00:00,2021-10-23T23:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310724,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/08/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=8&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352423,2021,13,AIRFOR,UNLV,Air Force,UNLV,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Falcon Stadium,USAF Academy,CO,FALSE,2021-11-26T15:30:00,America/New_York,2021-11-26T20:30:00+00:00,2021-11-26T20:30:00+00:00,2021-11-26T20:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401310752,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/13/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=13&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352425,2021,2,ARIZ,SDSU,Arizona,San Diego St.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-09-11T22:00:00,America/New_York,2021-09-12T02:00:00+00:00,2021-09-12T02:00:00+00:00,2021-09-12T02:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309846,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/02/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=2&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352426,2021,3,ARIZ,NAU,Arizona,Northern Ariz.,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FCS,FBS_VS_FCS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-09-18T22:00:00,America/New_York,2021-09-19T02:00:00+00:00,2021-09-19T02:00:00+00:00,2021-09-19T02:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309853,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/03/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=3&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352427,2021,6,ARIZ,UCLA,Arizona,UCLA,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-10-09T23:30:00,America/New_York,,2021-10-10T03:30:00+00:00,2021-10-10T02:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309870,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/06/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=6&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352428,2021,8,ARIZ,WASH,Arizona,Washington,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-10-22T22:30:00,America/New_York,2021-10-23T02:30:00+00:00,2021-10-23T02:30:00+00:00,2021-10-23T02:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309877,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/08/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=8&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352429,2021,10,ARIZ,CAL,Arizona,California,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-11-06T16:00:00,America/New_York,,2021-11-06T20:00:00+00:00,2021-11-06T19:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309889,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/10/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=10&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352430,2021,11,ARIZ,UTAH,Arizona,Utah,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Casino Del Sol Stadium,Tucson,AZ,FALSE,2021-11-13T14:00:00,America/New_York,2021-11-13T19:00:00+00:00,2021-11-13T19:00:00+00:00,2021-11-13T19:00:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309896,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/11/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=11&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_SCORE,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352432,2021,3,APP ST,ELON,App State,Elon,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FCS,FBS_VS_FCS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-09-18T16:30:00,America/New_York,,2021-09-18T20:30:00+00:00,2021-09-18T19:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309604,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/03/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=3&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352433,2021,4,APP ST,MARSH,App State,Marshall,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-09-23T20:30:00,America/New_York,,2021-09-24T00:30:00+00:00,2021-09-23T23:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401282208,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/04/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=4&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352434,2021,8,APP ST,CO CAR,App State,Coastal Carolina,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-10-20T20:30:00,America/New_York,,2021-10-21T00:30:00+00:00,2021-10-20T23:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309623,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/08/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=8&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352435,2021,9,APP ST,LA MON,App State,ULM,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-10-30T16:30:00,America/New_York,,2021-10-30T20:30:00+00:00,2021-10-30T19:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309628,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/09/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=9&groups=80,VENUE_EVIDENCE_BOUND,SOURCE_CONFLICT_KICKOFF,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352436,2021,11,APP ST,S ALA,App State,South Alabama,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-11-13T14:30:00,America/New_York,2021-11-13T19:30:00+00:00,2021-11-13T19:30:00+00:00,2021-11-13T19:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309637,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/11/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=11&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
NCAA-2021-352437,2021,13,APP ST,GA SOU,App State,Ga. Southern,NCAA_DESIGNATED_HOME_IS_SUBJECT,AGREED,FBS,FBS,FBS_VS_FBS,HOME_AWAY_SITE,HOME_FIELD,REGULAR_SEASON,espn.season=regular-season,Kidd Brewer Stadium,Boone,NC,FALSE,2021-11-27T14:30:00,America/New_York,2021-11-27T19:30:00+00:00,2021-11-27T19:30:00+00:00,2021-11-27T19:30:00+00:00,,,MATCHED_EXACT,IDENTITY_DATE,401309646,NCAA_OFFICIAL_SCOREBOARD_FEED:TIER_1_NCAA_OFFICIAL|ESPN_COLLEGE_FOOTBALL_SCOREBOARD:TIER_5_REPRODUCIBLE_SECONDARY,https://data.ncaa.com/casablanca/scoreboard/football/fbs/2021/13/scoreboard.json https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=2021&seasontype=2&week=13&groups=80,VENUE_EVIDENCE_BOUND,NO_CONFLICT,EXPECTED_MARGIN_VENUE_READY
