game_id,season,season_type,week,kickoff_utc,kickoff_epoch,home_team_id,home_team_name,home_team_school,away_team_id,away_team_name,away_team_school,home_points,away_points,home_margin,home_division,away_division,home_conference,away_conference,cross_division,neutral_site,venue_name,venue_city,venue_state,competition_type,conference_competition,overtime,source_authority,source_authority_tier,source_url,source_raw_sha256,tier_1_corroboration
ESPN-2020-401236001,2020,REGULAR_SEASON,5,2020-10-03T19:30:00Z,1601753400,2306,Kansas State Wildcats,Kansas State,2641,Texas Tech Red Raiders,Texas Tech,31,21,10,FBS,FBS,Big 12 Conference,Big 12 Conference,False,False,Bill Snyder Family Stadium,Manhattan,KS,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401237093,2020,REGULAR_SEASON,5,2020-10-03T19:30:00Z,1601753400,333,Alabama Crimson Tide,Alabama,245,Texas A&M Aggies,Texas A&M,52,24,28,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Bryant-Denny Stadium,Tuscaloosa,AL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401207136,2020,REGULAR_SEASON,5,2020-10-03T20:00:00Z,1601755200,2226,Florida Atlantic Owls,Florida Atlantic,2429,Charlotte 49ers,Charlotte,21,17,4,FBS,FBS,Conference USA,Conference USA,False,False,Flagler Credit Union Stadium,Boca Raton,FL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401234599,2020,REGULAR_SEASON,5,2020-10-03T20:00:00Z,1601755200,150,Duke Blue Devils,Duke,259,Virginia Tech Hokies,Virginia Tech,31,38,-7,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,Wallace Wade Stadium,Durham,NC,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401237097,2020,REGULAR_SEASON,5,2020-10-03T20:00:00Z,1601755200,96,Kentucky Wildcats,Kentucky,145,Ole Miss Rebels,Ole Miss,41,42,-1,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Kroger Field,Lexington,KY,REGULAR_SEASON,True,True,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401238034,2020,REGULAR_SEASON,5,2020-10-03T20:00:00Z,1601755200,52,Florida State Seminoles,Florida State,55,Jacksonville State Gamecocks,Jacksonville State,41,24,17,FBS,FCS,Atlantic Coast Conference,Ohio Valley Conference,True,False,Doak Campbell Stadium,Tallahassee,FL,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401207138,2020,REGULAR_SEASON,5,2020-10-03T21:00:00Z,1601758800,2393,Middle Tennessee Blue Raiders,Middle Tennessee,98,Western Kentucky Hilltoppers,Western Kentucky,17,20,-3,FBS,FBS,Conference USA,Conference USA,False,False,"Johnny ""Red"" Floyd Stadium",Murfreesboro,TN,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401212557,2020,REGULAR_SEASON,5,2020-10-03T22:00:00Z,1601762400,2005,Air Force Falcons,Air Force,2426,Navy Midshipmen,Navy,40,7,33,FBS,FBS,Mountain West Conference,American Conference,False,False,Falcon Stadium,USAF Academy,CO,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401215305,2020,REGULAR_SEASON,5,2020-10-03T23:00:00Z,1601766000,2433,UL Monroe Warhawks,UL Monroe,290,Georgia Southern Eagles,Georgia Southern,30,35,-5,FBS,FBS,Sun Belt Conference,Sun Belt Conference,False,False,Malone Stadium,Monroe,LA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401207139,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,249,North Texas Mean Green,North Texas,2572,Southern Mississippi Golden Eagles,Southern Mississippi,31,41,-10,FBS,FBS,Conference USA,Conference USA,False,False,DATCU Stadium,Denton,TX,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401212531,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,2116,UCF Knights,UCF,202,Tulsa Golden Hurricane,Tulsa,26,34,-8,FBS,FBS,American Conference,American Conference,False,False,Acrisure Bounce House,Orlando,FL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401235999,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,66,Iowa State Cyclones,Iowa State,201,Oklahoma Sooners,Oklahoma,37,30,7,FBS,FBS,Big 12 Conference,Big 12 Conference,False,False,Jack Trice Stadium,Ames,IA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401237094,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,344,Mississippi State Bulldogs,Mississippi State,8,Arkansas Razorbacks,Arkansas,14,21,-7,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Davis Wade Stadium,Starkville,MS,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401237095,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,61,Georgia Bulldogs,Georgia,2,Auburn Tigers,Auburn,27,6,21,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Sanford Stadium,Athens,GA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401237098,2020,REGULAR_SEASON,5,2020-10-03T23:30:00Z,1601767800,238,Vanderbilt Commodores,Vanderbilt,99,LSU Tigers,LSU,7,41,-34,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,FirstBank Stadium,Nashville,TN,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401234598,2020,REGULAR_SEASON,5,2020-10-04T00:00:00Z,1601769600,228,Clemson Tigers,Clemson,258,Virginia Cavaliers,Virginia,41,23,18,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,"Memorial Stadium (Clemson, SC)",Clemson,SC,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201003&groups=80&limit=400,1a58df7e38a4b937bb656a5a77ba858c54167d7fdb37b634b4027bfb44190df7,CORROBORATED_BY_TIER_1
ESPN-2020-401212523,2020,REGULAR_SEASON,6,2020-10-08T23:30:00Z,1602199800,248,Houston Cougars,Houston,2655,Tulane Green Wave,Tulane,49,31,18,FBS,FBS,American Conference,American Conference,False,False,TDECU Stadium,Houston,TX,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201008&groups=80&limit=400,adab8070c097aceb6d00d1cf74cce3e215be540ff725e3cbccd4aa0fefbeafea,CORROBORATED_BY_TIER_1
ESPN-2020-401234601,2020,REGULAR_SEASON,6,2020-10-09T23:00:00Z,1602284400,59,Georgia Tech Yellow Jackets,Georgia Tech,97,Louisville Cardinals,Louisville,46,27,19,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,Bobby Dodd Stadium,Atlanta,GA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201009&groups=80&limit=400,9bd503701f1a1056b824ea1b5cf1a40a09f2b8fa12424930f83b728a4e1df382,CORROBORATED_BY_TIER_1
ESPN-2020-401207215,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,2335,Liberty Flames,Liberty,2433,UL Monroe Warhawks,UL Monroe,40,7,33,FBS,FBS,FBS Independents,Sun Belt Conference,False,False,Williams Stadium (VA),Lynchburg,VA,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234607,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,153,North Carolina Tar Heels,North Carolina,259,Virginia Tech Hokies,Virginia Tech,56,45,11,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,Kenan Stadium,Chapel Hill,NC,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234608,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,258,Virginia Cavaliers,Virginia,152,NC State Wolfpack,NC State,21,38,-17,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,Scott Stadium,Charlottesville,VA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401236005,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,201,Oklahoma Sooners,Oklahoma,251,Texas Longhorns,Texas,53,45,8,FBS,FBS,Big 12 Conference,Big 12 Conference,False,True,Cotton Bowl,Dallas,TX,REGULAR_SEASON,True,True,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237102,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,245,Texas A&M Aggies,Texas A&M,57,Florida Gators,Florida,41,38,3,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Kyle Field,College Station,TX,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237105,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,142,Missouri Tigers,Missouri,99,LSU Tigers,LSU,45,41,4,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Memorial Stadium,Columbia,MO,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237106,2020,REGULAR_SEASON,6,2020-10-10T16:00:00Z,1602345600,238,Vanderbilt Commodores,Vanderbilt,2579,South Carolina Gamecocks,South Carolina,7,41,-34,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,FirstBank Stadium,Nashville,TN,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234605,2020,REGULAR_SEASON,6,2020-10-10T16:30:00Z,1602347400,183,Syracuse Orange,Syracuse,150,Duke Blue Devils,Duke,24,38,-14,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,JMA Wireless Dome,Syracuse,NY,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401240114,2020,REGULAR_SEASON,6,2020-10-10T17:30:00Z,1602351000,349,Army Black Knights,Army,2643,The Citadel Bulldogs,The Citadel,14,9,5,FBS,FCS,FBS Independents,Southern Conference,True,False,Michie Stadium,West Point,NY,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401215308,2020,REGULAR_SEASON,6,2020-10-10T19:30:00Z,1602358200,2653,Troy Trojans,Troy,326,Texas State Bobcats,Texas State,37,17,20,FBS,FBS,Sun Belt Conference,Sun Belt Conference,False,False,Veterans Memorial Stadium (AL),Troy,AL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401236003,2020,REGULAR_SEASON,6,2020-10-10T19:30:00Z,1602358200,66,Iowa State Cyclones,Iowa State,2641,Texas Tech Red Raiders,Texas Tech,31,15,16,FBS,FBS,Big 12 Conference,Big 12 Conference,False,False,Jack Trice Stadium,Ames,IA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237103,2020,REGULAR_SEASON,6,2020-10-10T19:30:00Z,1602358200,61,Georgia Bulldogs,Georgia,2633,Tennessee Volunteers,Tennessee,44,21,23,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Sanford Stadium,Athens,GA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401240997,2020,REGULAR_SEASON,6,2020-10-10T19:30:00Z,1602358200,252,BYU Cougars,BYU,2636,UTSA Roadrunners,UTSA,27,20,7,FBS,FBS,FBS Independents,Conference USA,False,False,LaVell Edwards Stadium,Provo,UT,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401246425,2020,REGULAR_SEASON,6,2020-10-10T19:30:00Z,1602358200,2032,Arkansas State Red Wolves,Arkansas State,2110,Central Arkansas Bears,Central Arkansas,50,27,23,FBS,FCS,Sun Belt Conference,Southland Conference,True,False,Centennial Bank Stadium,Jonesboro,AR,REGULAR_SEASON,False,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401207143,2020,REGULAR_SEASON,6,2020-10-10T20:00:00Z,1602360000,2229,Florida International Panthers,Florida International,2393,Middle Tennessee Blue Raiders,Middle Tennessee,28,31,-3,FBS,FBS,Conference USA,Conference USA,False,False,Riccardo Silva Stadium,Miami,FL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234603,2020,REGULAR_SEASON,6,2020-10-10T20:00:00Z,1602360000,103,Boston College Eagles,Boston College,221,Pittsburgh Panthers,Pittsburgh,31,30,1,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,"Alumni Stadium (Chestnut Hill, MA)",Chestnut Hill,MA,REGULAR_SEASON,True,True,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401236004,2020,REGULAR_SEASON,6,2020-10-10T20:00:00Z,1602360000,2628,TCU Horned Frogs,TCU,2306,Kansas State Wildcats,Kansas State,14,21,-7,FBS,FBS,Big 12 Conference,Big 12 Conference,False,False,Amon G. Carter Stadium,Fort Worth,TX,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237101,2020,REGULAR_SEASON,6,2020-10-10T20:00:00Z,1602360000,2,Auburn Tigers,Auburn,8,Arkansas Razorbacks,Arkansas,30,28,2,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Jordan-Hare Stadium,Auburn,AL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401212515,2020,REGULAR_SEASON,6,2020-10-10T22:00:00Z,1602367200,2426,Navy Midshipmen,Navy,218,Temple Owls,Temple,31,29,2,FBS,FBS,American Conference,American Conference,False,False,Navy-Marine Corps Memorial Stadium,Annapolis,MD,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401212477,2020,REGULAR_SEASON,6,2020-10-10T23:00:00Z,1602370800,58,South Florida Bulls,South Florida,151,East Carolina Pirates,East Carolina,24,44,-20,FBS,FBS,American Conference,American Conference,False,False,Raymond James Stadium,Tampa,FL,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401207145,2020,REGULAR_SEASON,6,2020-10-10T23:30:00Z,1602372600,2348,Louisiana Tech Bulldogs,Louisiana Tech,2638,UTEP Miners,UTEP,21,17,4,FBS,FBS,Conference USA,Conference USA,False,False,Joe Aillet Stadium,Ruston,LA,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401207146,2020,REGULAR_SEASON,6,2020-10-10T23:30:00Z,1602372600,98,Western Kentucky Hilltoppers,Western Kentucky,276,Marshall Thundering Herd,Marshall,14,38,-24,FBS,FBS,Conference USA,Conference USA,False,False,Houchens Industries-L.T. Smith Stadium,Bowling Green,KY,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234604,2020,REGULAR_SEASON,6,2020-10-10T23:30:00Z,1602372600,228,Clemson Tigers,Clemson,2390,Miami Hurricanes,Miami,42,17,25,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,"Memorial Stadium (Clemson, SC)",Clemson,SC,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401234606,2020,REGULAR_SEASON,6,2020-10-10T23:30:00Z,1602372600,87,Notre Dame Fighting Irish,Notre Dame,52,Florida State Seminoles,Florida State,42,26,16,FBS,FBS,Atlantic Coast Conference,Atlantic Coast Conference,False,False,Notre Dame Stadium,Notre Dame,IN,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
ESPN-2020-401237100,2020,REGULAR_SEASON,6,2020-10-10T23:30:00Z,1602372600,145,Ole Miss Rebels,Ole Miss,333,Alabama Crimson Tide,Alabama,48,63,-15,FBS,FBS,Southeastern Conference,Southeastern Conference,False,False,Vaught-Hemingway Stadium,Oxford,MS,REGULAR_SEASON,True,False,ESPN_PUBLIC_SCOREBOARD_API,TIER_2_MEDIA_AGGREGATOR,https://site.web.api.espn.com/apis/site/v2/sports/football/college-football/scoreboard?dates=20201010&groups=80&limit=400,8fbcf8fe58576eed5d53346a56a801352ca615a0e3e307d47b8ed338f3a4f16a,CORROBORATED_BY_TIER_1
